AircraftName,VariantName,Range
AeroSparrow 120,100-56,6041.05
AeroSparrow 120,100-58,7458.97
AeroSparrow 120,Max-67,1853.22
JetMagnet 400,200-79,5923.34
JetMagnet 400,ER-58,7772.58
JetMagnet 400,Max-2,7544.46
JetMagnet 400,B-39,4935.35
Mach-4 Nova,Max-7,1325.65
Mach-4 Nova,200-37,7430.42
Mach-4 Nova,Max-43,5429.84
Mach-4 Nova,100-76,3119.61
AeroCrest 210,LR-73,6625.35
AeroCrest 210,Neo-99,3269.04
AeroCrest 210,LR-67,5427.07
AeroCrest 210,Neo-53,6795.2
SkyForge 275,ER-54,2388.89
SkyForge 275,Neo-32,7919.71
SkyForge 275,Mk.I-27,4271.55
SkyForge 275,ER-35,6354.67
Boeing 7X7,A-66,3692.83
Boeing 7X7,LR-96,3844.75
Boeing 7X7,Max-13,6394.67
Boeing 7X7,200-71,5945.82
Airbus A350X,LR-33,1196.28
Airbus A350X,200-62,1494.32
Airbus A350X,Max-31,4980.72
Airbus A350X,Max-62,4290.52
Lockheed SR-72,Neo-13,852.82
Lockheed SR-72,A-95,1562.78
Lockheed SR-72,Neo-30,4470.31
Lockheed SR-72,B-13,1258.79
Messerschmitt Me 262,Mk.I-78,5092.64
Messerschmitt Me 262,B-67,3027.24
Messerschmitt Me 262,B-4,2794.19
Messerschmitt Me 262,B-62,7176.15
Beechcraft King Air,200-53,7984.12
Beechcraft King Air,Neo-43,4187.3
Beechcraft King Air,Max-2,5336.55
Beechcraft King Air,100-35,6226.58
Embraer E-Jet E2,A-54,1401.64
Embraer E-Jet E2,ER-8,7399.77
Embraer E-Jet E2,B-44,2832.87
Embraer E-Jet E2,B-96,1938.06
Spitfire Mk IX,A-95,7726.37
Spitfire Mk IX,200-42,7452.37
Spitfire Mk IX,200-53,766.76
Spitfire Mk IX,ER-74,5304.98
Gulfstream G700,B-38,2029.37
Gulfstream G700,100-82,672.59
Gulfstream G700,B-32,6720.86
Gulfstream G700,Neo-36,1050.63
Boeing 737 MAX 10,A-19,2648.37
Boeing 737 MAX 10,200-84,6678.08
Boeing 737 MAX 10,LR-17,4163.41
Boeing 737 MAX 10,ER-65,5765.26
Airbus A330neo,LR-40,1569.34
Airbus A330neo,Neo-43,4183.41
Airbus A330neo,B-98,3052.15
Airbus A330neo,ER-7,7379.8
Embraer KC-390,Neo-63,858.75
Embraer KC-390,200-79,2883.03
Embraer KC-390,200-10,3782.57
Embraer KC-390,Max-31,4305.57
Lockheed C-130 Hercules,100-65,5636.35
Lockheed C-130 Hercules,Max-55,6537.6
Lockheed C-130 Hercules,200-89,7806.85
Lockheed C-130 Hercules,100-39,4032.72
F-15 Eagle,B-46,2987.72
F-15 Eagle,100-50,3059.25
F-15 Eagle,200-41,2064.88
F-15 Eagle,A-4,3934.19
Eurofighter EFA,ER-80,3970.08
Eurofighter EFA,Neo-91,3297.99
Eurofighter EFA,B-21,654.6
Eurofighter EFA,Mk.I-47,7659.03
Mirage 2000,B-11,4399.8
Mirage 2000,Neo-52,2582.44
Mirage 2000,Neo-48,6877.27
Mirage 2000,B-78,6292.76
Su-35 Flanker-E,Neo-15,6626.38
Su-35 Flanker-E,ER-3,4328.03
Su-35 Flanker-E,B-38,5979.98
Su-35 Flanker-E,Mk.I-72,6285.51
Su-47 Berkut,200-45,2843.8
Su-47 Berkut,ER-28,6608.32
Su-47 Berkut,B-45,6333.79
Su-47 Berkut,ER-67,4024.16
Junkers Ju 87 Stuka,Max-59,1853.24
Junkers Ju 87 Stuka,LR-84,5705.76
Junkers Ju 87 Stuka,200-2,3267.71
Junkers Ju 87 Stuka,B-49,2569.71
Messerschmitt Me 410,ER-97,3050.4
Messerschmitt Me 410,Mk.I-62,3643.23
Messerschmitt Me 410,Max-51,7417.52
Messerschmitt Me 410,LR-54,3488.67
Bf 109,ER-74,6501.83
Bf 109,Mk.I-27,3124.46
Bf 109,B-85,6089.57
Bf 109,Mk.I-80,1806.42
Fokker D.VII,200-2,2390.8
Fokker D.VII,ER-6,1148.83
Fokker D.VII,B-4,1694.9
Fokker D.VII,B-71,6183.47
Potez 63,Mk.I-53,5991.63
Potez 63,100-41,6136.68
Potez 63,100-46,7309.36
Potez 63,Max-59,3375.88
Sopwith Camel,Max-4,5715.75
Sopwith Camel,Neo-47,2841.21
Sopwith Camel,Max-40,2409.23
Sopwith Camel,Max-15,1482.43
Lockheed Martin F-22A,LR-96,7834.55
Lockheed Martin F-22A,A-63,3396.06
Lockheed Martin F-22A,LR-89,7583.59
Lockheed Martin F-22A,LR-93,683.79
Lockheed Martin SR-71 Blackbird,Neo-15,1578.9
Lockheed Martin SR-71 Blackbird,Neo-85,6508.98
Lockheed Martin SR-71 Blackbird,A-41,3528.88
Lockheed Martin SR-71 Blackbird,Mk.I-39,1872.67
X-43 Hypersonic,Max-54,5240.44
X-43 Hypersonic,200-25,3284.87
X-43 Hypersonic,Neo-79,2223.91
X-43 Hypersonic,Max-51,4347.26
Spaceplane XS-1,200-33,1467.01
Spaceplane XS-1,Mk.I-65,5870.41
Spaceplane XS-1,Max-51,7685.41
Spaceplane XS-1,B-35,845.53
Rocketplane Xchange,ER-64,1629.7
Rocketplane Xchange,Max-4,2605.7
Rocketplane Xchange,Mk.I-84,1476.41
Rocketplane Xchange,200-45,2835.71
AeroLuxe 500,100-18,4527.4
AeroLuxe 500,100-51,4794.34
AeroLuxe 500,ER-51,3386.35
AeroLuxe 500,ER-66,4284.6
Aurora AUR-1,Max-55,6773.88
Aurora AUR-1,100-9,2380.18
Aurora AUR-1,200-76,5737.95
Aurora AUR-1,Mk.I-19,639.98
Vanguard V-200,B-98,1650.17
Vanguard V-200,A-52,4438.29
Vanguard V-200,Max-10,6473.17
Vanguard V-200,LR-14,3066.42
Nimbus N-300,Mk.I-1,7790.54
Nimbus N-300,Max-3,4447.76
Nimbus N-300,A-18,5523.17
Nimbus N-300,Max-18,6531.95
Helios Heli-X1,Max-14,5153.05
Helios Heli-X1,B-49,7974.43
Helios Heli-X1,ER-28,7236.06
Helios Heli-X1,Max-52,1886.05
StratoStrider 747,ER-17,2820.98
StratoStrider 747,ER-64,5482.97
StratoStrider 747,Max-57,4072.34
StratoStrider 747,LR-96,4865.93
SkyRanger SR-500,A-35,7556.15
SkyRanger SR-500,Neo-77,6759.77
SkyRanger SR-500,100-94,5831.25
SkyRanger SR-500,100-36,1115.45
Zenith ZX-9,A-38,3915.04
Zenith ZX-9,100-4,7160.29
Zenith ZX-9,LR-64,3636.86
Zenith ZX-9,A-92,7521.62
Falcon F-55,200-86,2486.11
Falcon F-55,100-80,2991.76
Falcon F-55,Mk.I-86,3055.15
Falcon F-55,200-15,6278.22
Condor C-210,Max-32,7848.81
Condor C-210,100-53,7651.05
Condor C-210,LR-99,7470.77
Condor C-210,A-12,4007.19
Aquila A-300,A-95,4330.76
Aquila A-300,ER-64,5534.58
Aquila A-300,Max-73,7161.81
Aquila A-300,Max-55,5058.5
Peregrine P-200,Neo-5,4103.06
Peregrine P-200,Max-63,3879.09
Peregrine P-200,Max-56,4456.76
Peregrine P-200,Mk.I-72,6041.14
Valkyrie V-12,Mk.I-67,2630.39
Valkyrie V-12,Mk.I-94,2787.88
Valkyrie V-12,LR-3,839.72
Valkyrie V-12,ER-82,7574.59
Tempest T-1,ER-40,576.38
Tempest T-1,Neo-37,4212.03
Tempest T-1,Max-10,6144.43
Tempest T-1,200-25,3749.49
Phoenix P-1,Mk.I-60,5425.59
Phoenix P-1,LR-8,1097.52
Phoenix P-1,A-38,5366.39
Phoenix P-1,Max-31,5690.61
Nimbus N-7,Neo-78,5518.16
Nimbus N-7,Neo-2,5925.22
Nimbus N-7,200-39,3259.99
Nimbus N-7,ER-43,5198.91
StratoJet SJ-200,Max-14,7850.23
StratoJet SJ-200,100-57,6181.85
StratoJet SJ-200,Mk.I-88,6177.22
StratoJet SJ-200,100-98,1288.85
Aero Pulsar A-1,Mk.I-4,7212.27
Aero Pulsar A-1,LR-60,1722.75
Aero Pulsar A-1,100-25,4877.46
Aero Pulsar A-1,ER-22,7963.88
Mercury M-8,LR-33,1662.56
Mercury M-8,LR-60,3991.65
Mercury M-8,200-72,3525.05
Mercury M-8,Mk.I-38,3124.42
Aurora Borealis B-1,100-44,7742.29
Aurora Borealis B-1,Mk.I-3,5580.46
Aurora Borealis B-1,Mk.I-78,2291.24
Aurora Borealis B-1,ER-74,2063.27
Cobalt C-5,LR-28,2779.83
Cobalt C-5,B-43,4368.78
Cobalt C-5,200-90,1579.4
Cobalt C-5,LR-83,7230.75
Electra E-9,B-26,2087.2
Electra E-9,Max-62,1058.82
Electra E-9,A-49,5503.78
Electra E-9,LR-67,6328.18
Glacier G-3,B-81,6134.41
Glacier G-3,100-25,7928.53
Glacier G-3,LR-69,4769.63
Glacier G-3,200-82,4697.55
Helix H-12,ER-72,1457.6
Helix H-12,Neo-35,6131.01
Helix H-12,A-48,5393.91
Helix H-12,ER-17,1530.18
Icarus I-4,Mk.I-67,6563.73
Icarus I-4,B-95,2428.75
Icarus I-4,Max-13,3016.38
Icarus I-4,B-13,6020.78
Javelin J-6,Max-13,5005.34
Javelin J-6,200-7,5688.61
Javelin J-6,200-43,6637.55
Javelin J-6,LR-64,1556.24
Kepler K-7,200-28,5874.19
Kepler K-7,200-33,6836.68
Kepler K-7,A-59,1349.74
Kepler K-7,LR-83,1247.04
Lynx L-3,Mk.I-19,2973.1
Lynx L-3,Mk.I-95,7233.58
Lynx L-3,LR-73,5276.22
Lynx L-3,Max-4,5602.6
Maverick M-11,LR-54,2695.16
Maverick M-11,Max-32,3737.82
Maverick M-11,Neo-52,648.54
Maverick M-11,ER-52,3153.86
Nebula N-15,100-90,7341.51
Nebula N-15,B-98,4180.11
Nebula N-15,Mk.I-24,856.53
Nebula N-15,B-9,7652.26
Orion O-9,B-19,6046.82
Orion O-9,B-92,1160.22
Orion O-9,100-76,1426.58
Orion O-9,100-9,1983.15
Pioneer P-2,B-4,7031.5
Pioneer P-2,Neo-36,6584.07
Pioneer P-2,ER-16,575.85
Pioneer P-2,Mk.I-4,7110.46
Quartz Q-8,B-5,1864.73
Quartz Q-8,B-88,3815.8
Quartz Q-8,LR-82,7415.19
Quartz Q-8,100-13,2369.63
Raven R-12,B-48,5628.69
Raven R-12,LR-38,5097.01
Raven R-12,Neo-7,5305.06
Raven R-12,200-41,657.86
Sable S-5,100-91,7946.17
Sable S-5,LR-57,4326.31
Sable S-5,Neo-10,3697.16
Sable S-5,Neo-69,4773.68
Titanium T-3,100-44,3216.28
Titanium T-3,ER-39,2248.79
Titanium T-3,200-59,1940.02
Titanium T-3,LR-99,1404.55
UFOX U-1,A-56,5273.19
UFOX U-1,200-15,2193.9
UFOX U-1,200-19,4095.54
UFOX U-1,A-59,7940.34
Vanguard V-9,Mk.I-68,525.53
Vanguard V-9,200-35,1886.61
Vanguard V-9,Max-62,1556.59
Vanguard V-9,A-19,1200.35
Wasp W-2,100-65,3748.4
Wasp W-2,200-99,6086.25
Wasp W-2,ER-3,3388.98
Wasp W-2,100-82,2560.18
Xeno X-5,Mk.I-4,6486.71
Xeno X-5,A-77,6141.77
Xeno X-5,Mk.I-7,4700.76
Xeno X-5,A-5,5393.65
Yukon Y-7,B-71,6274.98
Yukon Y-7,LR-33,2869.57
Yukon Y-7,LR-40,579.2
Yukon Y-7,A-63,7316.52
Zephyr Z-1,100-92,1965.04
Zephyr Z-1,100-29,3501.4
Zephyr Z-1,LR-36,2970.23
Zephyr Z-1,B-11,4384.53
Lockheed Martin F-22,Max-35,7748.22
Lockheed Martin F-22,Max-37,6083.82
Lockheed Martin F-22,200-11,5295.99
Lockheed Martin F-22,Mk.I-99,7508.46
Embraer E-Jet,200-39,3089.91
Embraer E-Jet,LR-57,2791.79
Embraer E-Jet,ER-19,2590.22
Embraer E-Jet,Neo-96,6962.74
McDonnell Douglas DC-9,Neo-83,6389.36
McDonnell Douglas DC-9,A-89,6705.75
McDonnell Douglas DC-9,Mk.I-67,6740.34
McDonnell Douglas DC-9,A-49,2972.53
Hawker Siddeley Trident,100-77,4241.17
Hawker Siddeley Trident,A-10,4236.24
Hawker Siddeley Trident,Neo-38,3336.27
Hawker Siddeley Trident,Max-74,4783.12
Vickers Viscount,ER-50,1196.6
Vickers Viscount,LR-44,5953.55
Vickers Viscount,B-78,7329.29
Vickers Viscount,Max-25,1070.31
Consolidated B-24 Liberator,100-52,1943.47
Consolidated B-24 Liberator,LR-57,739.38
Consolidated B-24 Liberator,Neo-10,3857.63
Consolidated B-24 Liberator,200-27,5356.82
Breguet Alize,200-86,2309.17
Breguet Alize,B-45,5342.4
Breguet Alize,LR-53,2842.35
Breguet Alize,ER-76,3357.91
Saab 340,A-65,6580.24
Saab 340,100-77,5209.8
Saab 340,B-89,3704.66
Saab 340,100-49,1813.92
CASA C-101 Aviojet,B-98,4825.99
CASA C-101 Aviojet,LR-53,5064.84
CASA C-101 Aviojet,Mk.I-60,7577.77
CASA C-101 Aviojet,B-92,892.33
Ilyushin Il-76,Mk.I-4,3651.78
Ilyushin Il-76,ER-47,7270.31
Ilyushin Il-76,B-35,733.54
Ilyushin Il-76,ER-97,7627.43
Mitsubishi H-6,Mk.I-26,7914.44
Mitsubishi H-6,100-53,1985.52
Mitsubishi H-6,200-84,2648.58
Mitsubishi H-6,ER-12,763.69
Rutan VariEze,Neo-11,7771.8
Rutan VariEze,ER-39,6368.35
Rutan VariEze,100-53,811.95
Rutan VariEze,A-9,2810.99
Scaled Composites Stratolaunch,A-56,4375.85
Scaled Composites Stratolaunch,Mk.I-46,1506.39
Scaled Composites Stratolaunch,200-24,3447.3
Scaled Composites Stratolaunch,B-95,7237.09
Aurora A-100,B-60,4178.66
Aurora A-100,Max-5,1490.06
Aurora A-100,Max-18,5906.08
Aurora A-100,ER-54,7314.12
AeroVironment P-8,LR-97,6974.49
AeroVironment P-8,B-27,6053.03
AeroVironment P-8,Mk.I-28,6836.56
AeroVironment P-8,Max-80,4821.42
Beechcraft Bonanza,200-22,2943.38
Beechcraft Bonanza,LR-27,3464.31
Beechcraft Bonanza,Mk.I-51,5440.3
Beechcraft Bonanza,B-65,3254.02
Citation X,100-14,5735.53
Citation X,Neo-3,3413.72
Citation X,100-91,5273.62
Citation X,Neo-61,2057.37
SkyRider X1,Mk.I-8,3716.04
SkyRider X1,200-32,3275.06
SkyRider X1,B-5,1326.11
SkyRider X1,B-89,1688.48
Nebula Angel,Neo-53,5857.77
Nebula Angel,A-77,7286.14
Nebula Angel,A-47,5339.84
Nebula Angel,A-66,7880.02
Aurora Skyblade,ER-44,6528.21
Aurora Skyblade,100-34,7868.2
Aurora Skyblade,ER-50,2350.42
Aurora Skyblade,Neo-29,3004.41
Orion Carrier,B-19,5685.39
Orion Carrier,LR-87,791.04
Orion Carrier,Neo-10,2754.31
Orion Carrier,Neo-89,1107.67
Valkyrie V-1,LR-45,5008.63
Valkyrie V-1,100-54,6883.32
Valkyrie V-1,100-84,3124.08
Valkyrie V-1,Max-63,516.05
Helios Ultra,Neo-38,1829.45
Helios Ultra,B-90,3374.31
Helios Ultra,100-23,6281.79
Helios Ultra,200-42,7950.37
Siren Jet,Neo-32,1784.3
Siren Jet,100-4,4901.22
Siren Jet,LR-99,5195.25
Siren Jet,A-50,4169.87
Thunderbolt X1,100-34,3544.05
Thunderbolt X1,200-84,1455.08
Thunderbolt X1,Neo-68,7501.62
Thunderbolt X1,Max-73,5444.01
Zephyr 9,A-63,4792.02
Zephyr 9,100-57,6093.5
Zephyr 9,LR-28,7203.4
Zephyr 9,LR-32,6856.2
Orion Nebula 7,Max-26,4748.49
Orion Nebula 7,ER-39,1770.91
Orion Nebula 7,200-68,4270.82
Orion Nebula 7,Mk.I-76,6707.03
Celestial Voyager,Neo-66,4545.94
Celestial Voyager,LR-82,4964.68
Celestial Voyager,Neo-35,4693.23
Celestial Voyager,100-28,3195.34
Titanus Aero,200-67,2900.21
Titanus Aero,B-80,6823.57
Titanus Aero,Mk.I-80,6672.06
Titanus Aero,Max-52,5965.89
Draco Scale,ER-67,1601.74
Draco Scale,A-50,6339.36
Draco Scale,Max-76,2036.27
Draco Scale,100-76,548.41
NovaStrike,Max-29,632.88
NovaStrike,Mk.I-11,5632.52
NovaStrike,Neo-3,6668.84
NovaStrike,B-13,3562.26
Aerion Alpha,200-59,3870.44
Aerion Alpha,200-83,4574.13
Aerion Alpha,Max-93,2165.14
Aerion Alpha,100-92,2232.53
Celestia One,LR-93,4789.44
Celestia One,200-76,4836.6
Celestia One,Mk.I-35,5499.35
Celestia One,LR-11,1506.87
Atlas Airframe,LR-40,7586.42
Atlas Airframe,LR-82,7595.33
Atlas Airframe,LR-27,893.66
Atlas Airframe,Mk.I-88,6136.47
Helios Prime,LR-11,931.39
Helios Prime,Mk.I-96,1619.32
Helios Prime,200-34,1251.07
Helios Prime,LR-68,3523.77
Vulcan Aeronautics,Max-6,3086.32
Vulcan Aeronautics,LR-89,4265.46
Vulcan Aeronautics,A-40,2919.74
Vulcan Aeronautics,LR-10,7496.56
Perseus Wing,Max-62,3503.94
Perseus Wing,A-48,2853.46
Perseus Wing,ER-42,5729.34
Perseus Wing,LR-27,5251.12
Orion Striker,100-28,7716.86
Orion Striker,A-66,790.96
Orion Striker,Neo-28,909.54
Orion Striker,200-42,4683.33
Meteor Hawk,Neo-33,3642.09
Meteor Hawk,Max-32,3195.47
Meteor Hawk,LR-28,5229.54
Meteor Hawk,Max-37,5448.53
Quill 5,B-49,5365.08
Quill 5,Max-4,6389.7
Quill 5,A-25,6709.43
Quill 5,A-77,2250.77
NovaEagle,B-60,7297.01
NovaEagle,200-5,1513.27
NovaEagle,Mk.I-43,7961.75
NovaEagle,200-62,3981.04
Skyward 9,Neo-49,6181.31
Skyward 9,LR-93,6992.71
Skyward 9,Max-2,2778.45
Skyward 9,200-25,5475.94
Thunderbird X,200-82,703.23
Thunderbird X,LR-69,2965.61
Thunderbird X,B-16,737.26
Thunderbird X,Neo-95,5818.35
Silver Dart,A-40,1659.05
Silver Dart,LR-53,6385.88
Silver Dart,ER-89,4460.79
Silver Dart,B-44,6171.51
Frostbite,LR-58,1224.54
Frostbite,200-92,7742.98
Frostbite,B-57,7485.97
Frostbite,B-6,4892.61
Arctic Lynx,100-36,5176.73
Arctic Lynx,Mk.I-2,2194.48
Arctic Lynx,Mk.I-31,2247.37
Arctic Lynx,LR-64,4008.23
Crimson Tempest,LR-93,5613.01
Crimson Tempest,200-10,4540.28
Crimson Tempest,Max-73,3797.52
Crimson Tempest,B-44,5273.73
Glacier Wing,B-9,2053.8
Glacier Wing,Mk.I-35,7432.03
Glacier Wing,ER-40,653.88
Glacier Wing,Mk.I-46,3776.56
Solar Flare,ER-77,7960.24
Solar Flare,200-65,762.7
Solar Flare,Mk.I-9,2065.77
Solar Flare,B-22,4026.09
Tundra Phantom,Neo-66,3872.9
Tundra Phantom,Max-78,4816.78
Tundra Phantom,A-38,5540.41
Tundra Phantom,ER-16,1468.08
Nebula Hunter,ER-8,5647.6
Nebula Hunter,Neo-32,1063.19
Nebula Hunter,B-22,7955.85
Nebula Hunter,Mk.I-76,5917.09
Cyclone Edge,B-4,1258.93
Cyclone Edge,Mk.I-56,2900.81
Cyclone Edge,LR-32,2614.39
Cyclone Edge,Neo-99,4032.58
Dynamo Raven,Mk.I-33,7100.55
Dynamo Raven,A-81,2077.3
Dynamo Raven,100-23,3094.81
Dynamo Raven,ER-95,2848.94
Eclipse V,Max-92,5655.75
Eclipse V,LR-93,3095.87
Eclipse V,200-47,4918.87
Eclipse V,200-45,4669.73
Falcon Talon,LR-43,3151.68
Falcon Talon,Mk.I-76,4828.84
Falcon Talon,100-65,2950.66
Falcon Talon,B-87,5688.42
Gryphon B,100-26,1955.42
Gryphon B,LR-36,1655.54
Gryphon B,LR-24,5655.5
Gryphon B,200-32,7966.67
Helix Drifter,LR-20,3461.47
Helix Drifter,B-2,7917.47
Helix Drifter,200-22,2558.54
Helix Drifter,B-96,7977.11
Icarus Flyer,Neo-88,6506.57
Icarus Flyer,B-9,4258.9
Icarus Flyer,Max-21,6229.03
Icarus Flyer,100-21,5849.78
Jupiter Streak,ER-50,3196.65
Jupiter Streak,Mk.I-60,4987.15
Jupiter Streak,200-27,521.46
Jupiter Streak,100-53,2037.94
Kestrel Fury,Neo-3,3987.35
Kestrel Fury,Neo-79,1683.6
Kestrel Fury,A-15,7839.44
Kestrel Fury,Max-37,7087.25
Lumen Arc,200-23,6283.3
Lumen Arc,Mk.I-67,3479.39
Lumen Arc,B-95,1083.47
Lumen Arc,B-49,3460.78
Meteor Crown,Max-39,1527.65
Meteor Crown,Max-2,2972.56
Meteor Crown,Neo-52,1044.77
Meteor Crown,LR-97,3097.06
Nitro Hawk,Mk.I-86,3286.65
Nitro Hawk,Max-94,1673.16
Nitro Hawk,Max-80,5654.56
Nitro Hawk,Mk.I-84,2325.34
Orion Beacon,B-5,4876.31
Orion Beacon,LR-91,1209.39
Orion Beacon,Mk.I-67,7151.34
Orion Beacon,200-99,2894.84
Pulsar Glide,B-68,5317.92
Pulsar Glide,Max-13,5531.67
Pulsar Glide,A-18,1161.33
Pulsar Glide,200-35,6818.66
Quasar Jet,ER-62,6325.93
Quasar Jet,LR-36,1008.72
Quasar Jet,100-85,7277.9
Quasar Jet,Max-80,7758.88
Raptor X1,Max-87,1086.11
Raptor X1,200-30,4153.23
Raptor X1,B-69,2997.5
Raptor X1,Max-92,1256.5
Sage Soar,B-6,6325.61
Sage Soar,ER-77,692.63
Sage Soar,Mk.I-89,3837.23
Sage Soar,Mk.I-19,1829.85
Thunderflare,Max-2,5942.03
Thunderflare,Max-78,6334.01
Thunderflare,A-33,1041.21
Thunderflare,Mk.I-51,2903.97
Ultima Aero,ER-40,2646.88
Ultima Aero,200-38,2090.87
Ultima Aero,200-39,796.8
Ultima Aero,A-65,4216.31
Valkyrie Prime,200-15,7099.5
Valkyrie Prime,100-87,3829.78
Valkyrie Prime,LR-78,2818.45
Valkyrie Prime,ER-76,6270.38
Aether Swift,ER-7,4778.13
Aether Swift,100-42,5826.93
Aether Swift,LR-55,5599.27
Aether Swift,LR-57,4427.88
Cyclone Sky,Max-59,5914.49
Cyclone Sky,B-26,6097.66
Cyclone Sky,Max-76,5145.86
Cyclone Sky,A-96,7197.77
Titanium Echo,A-95,4653.26
Titanium Echo,LR-32,7855.6
Titanium Echo,Neo-49,2929.73
Titanium Echo,Mk.I-33,1470.29
Lockheed SR-71 Blackbird,Neo-80,7122.93
Lockheed SR-71 Blackbird,200-42,663.99
Lockheed SR-71 Blackbird,Mk.I-23,6743.43
Lockheed SR-71 Blackbird,B-36,4066.22
Focke-Wulf FW 190,B-90,5416.7
Focke-Wulf FW 190,Neo-80,4305.13
Focke-Wulf FW 190,Neo-57,2396.76
Focke-Wulf FW 190,100-95,5031.33
Bristol Beaufighter,Mk.I-11,6575.14
Bristol Beaufighter,LR-28,7722.43
Bristol Beaufighter,LR-95,7687.34
Bristol Beaufighter,A-19,7068.48
Messerschmitt Bf 109,100-29,6687.83
Messerschmitt Bf 109,100-96,680.28
Messerschmitt Bf 109,ER-50,7649.73
Messerschmitt Bf 109,Max-62,5073.68
XB-70 Valkyrie,Max-6,5178.73
XB-70 Valkyrie,Neo-43,5845.61
XB-70 Valkyrie,200-66,6998.74
XB-70 Valkyrie,100-56,3580.3
F-4 Phantom II,Neo-28,7820.96
F-4 Phantom II,A-66,3282.79
F-4 Phantom II,A-87,4328.47
F-4 Phantom II,A-6,4210.63
MiG-21 Fulcrum,A-25,3001.06
MiG-21 Fulcrum,B-46,2242.43
MiG-21 Fulcrum,200-59,3775.82
MiG-21 Fulcrum,B-77,4657.22
Ilyushin Il-2 Sturmovik,Neo-64,6362.35
Ilyushin Il-2 Sturmovik,200-5,6449.72
Ilyushin Il-2 Sturmovik,Neo-56,4524.68
Ilyushin Il-2 Sturmovik,ER-7,2510.14
Bell 47,B-78,2325.26
Bell 47,200-32,5290.1
Bell 47,Neo-43,7598.14
Bell 47,ER-1,5546.13
Lockheed Martin F-22 Raptor,LR-10,5955.79
Lockheed Martin F-22 Raptor,Neo-91,1533.59
Lockheed Martin F-22 Raptor,Neo-52,1045.87
Lockheed Martin F-22 Raptor,ER-86,4002.16
Curtiss P-40 Warhawk,200-64,4197.17
Curtiss P-40 Warhawk,A-9,2030.39
Curtiss P-40 Warhawk,B-80,4384.36
Curtiss P-40 Warhawk,100-37,740.25
Nakajima Ki-43 Oscar,B-9,3619.67
Nakajima Ki-43 Oscar,Neo-52,5349.79
Nakajima Ki-43 Oscar,Max-55,1112.91
Nakajima Ki-43 Oscar,B-46,5756.44
Cirrus SR-22,100-80,2655.15
Cirrus SR-22,200-84,6827.36
Cirrus SR-22,200-68,5044.72
Cirrus SR-22,Mk.I-11,4899.96
Embraer E-Jet E175,200-28,4906.04
Embraer E-Jet E175,Neo-63,4239.98
Embraer E-Jet E175,LR-17,1511.75
Embraer E-Jet E175,Neo-66,3581.31
de Havilland DH.82 Tiger Moth,100-76,4585.2
de Havilland DH.82 Tiger Moth,B-68,2350.67
de Havilland DH.82 Tiger Moth,100-83,4466.12
de Havilland DH.82 Tiger Moth,200-15,3883.53
Bleriot XI,200-37,7005.25
Bleriot XI,Max-7,2788.51
Bleriot XI,100-13,761.38
Bleriot XI,LR-10,1029.07
Fouga CM.170 Magister,100-5,961.49
Fouga CM.170 Magister,200-63,2614.28
Fouga CM.170 Magister,Max-92,7816.96
Fouga CM.170 Magister,Max-65,1073.97
Horten Ho 229,Max-14,7218.13
Horten Ho 229,Max-18,2691.52
Horten Ho 229,B-65,4510.53
Horten Ho 229,A-15,3113.12
Northrop YF-23 Black Widow,200-34,2215.94
Northrop YF-23 Black Widow,Neo-35,3057.32
Northrop YF-23 Black Widow,ER-47,7041.44
Northrop YF-23 Black Widow,A-40,5406.5
Grumman F6F Hellcat,Neo-11,2406.72
Grumman F6F Hellcat,100-46,3186.11
Grumman F6F Hellcat,ER-60,5591.96
Grumman F6F Hellcat,A-41,6533.71
Vought F4U Corsair,Neo-96,3781.95
Vought F4U Corsair,100-5,564.26
Vought F4U Corsair,LR-83,6604.29
Vought F4U Corsair,LR-53,531.77
Chance Vought F4U-1A,Neo-37,5883.79
Chance Vought F4U-1A,100-8,1367.89
Chance Vought F4U-1A,100-14,5358.84
Chance Vought F4U-1A,100-94,6292.55
Lockheed PV-2 Harpoon,B-26,4623.05
Lockheed PV-2 Harpoon,100-80,3409.28
Lockheed PV-2 Harpoon,Mk.I-46,3071.56
Lockheed PV-2 Harpoon,B-85,4556.09
Avro Shackleton,ER-83,2097.12
Avro Shackleton,B-70,6796.26
Avro Shackleton,LR-17,7979.65
Avro Shackleton,200-32,6238.38
Handley Page Halifax,Max-62,6020.52
Handley Page Halifax,Max-37,6451.95
Handley Page Halifax,Mk.I-1,1048.17
Handley Page Halifax,Neo-77,3977.2
Fairchild C-123 Provider,ER-99,4745.64
Fairchild C-123 Provider,Neo-79,6113.23
Fairchild C-123 Provider,Neo-48,6763.27
Fairchild C-123 Provider,LR-3,2820.52
Curtiss C-46 Commando,ER-48,4942.03
Curtiss C-46 Commando,ER-47,4651.76
Curtiss C-46 Commando,LR-36,7279.32
Curtiss C-46 Commando,Neo-97,2083.46
Douglas DC-3 Skytrain,Max-4,4993.09
Douglas DC-3 Skytrain,100-96,3544.07
Douglas DC-3 Skytrain,B-32,5071.91
Douglas DC-3 Skytrain,B-62,7484.03
Beechcraft Model 18,Max-7,5975.24
Beechcraft Model 18,Max-4,3252.74
Beechcraft Model 18,Max-39,7051.85
Beechcraft Model 18,Neo-63,2016.01
de Havilland Canada DHC-2 Beaver,LR-57,3768.96
de Havilland Canada DHC-2 Beaver,100-36,3715.95
